hashtag,window,score,mentions,reach,sentiment,rows_count
#IoT,2024-06-02,-2.0664798768587263,1393573,4027643,0.24133333333333334,15
#RemoteWork,2024-06-02,-2.3255863367774006,1229064,5724794,-0.052000000000000005,15
#DataScience,2024-06-02,-2.6228413291680015,1154956,3742366,-0.12400000000000003,10
#Health,2024-06-02,-2.6534089817587887,940922,3615772,-0.1922222222222222,9
#BigData,2024-06-02,-2.829114052565693,944091,3251287,-0.1416666666666667,12
#Hiking,2024-06-02,-2.8596193227822355,978476,3917199,0.1918181818181818,11
#Business,2024-06-02,-2.957930917924029,1344488,5277678,0.25133333333333335,15
#Nature,2024-06-02,-2.9950017483203037,1476600,6316916,-0.26,13
#TechNews,2024-06-02,-3.7221061975711387,1411364,5228747,-0.284375,16
#Sustainability,2024-06-02,-4.073962876309653,1224251,5211938,0.03533333333333333,15
#Finance,2024-06-02,-4.305503084777769,937820,3892079,-0.19499999999999998,12
#Elections2025,2024-06-02,-4.526903832211979,1253320,4931646,-0.21000000000000002,14
#Science,2024-06-02,-4.985908729449377,1238283,5237352,0.05555555555555555,9
#Books,2024-06-02,-5.094494808490916,786341,2621925,-0.2733333333333333,9
#Innovation,2024-06-02,-5.674217392571048,1133982,3987778,0.0,12
#Motivation,2024-06-02,-6.70827102583351,632943,2736601,-0.12285714285714285,7
#MentalHealth,2024-06-02,-8.285951103852938,793669,2872115,-0.031428571428571424,7
#Vegan,2024-06-02,-8.84572605410387,711894,2958950,0.169,10
#SpaceX,2024-06-02,-9.184794813755593,241946,1243367,-0.18000000000000002,3
#Investing,2024-06-02,-11.456078558864116,406019,1600872,0.2416666666666667,6
#SpaceX,2024-06-03,109.30903055242452,1859303,6559500,0.04176470588235294,17
#Vegan,2024-06-03,18.66170105023396,1580610,4707105,-0.00466666666666666,15
#Motivation,2024-06-03,14.61214726478137,1279651,4902192,-0.07166666666666667,12
#FoodPorn,2024-06-03,12.880798573273095,2161512,8896896,0.08095238095238096,21
#Health,2024-06-03,12.09024456449105,1671741,5610680,0.001666666666666668,18
#MentalHealth,2024-06-03,11.252596882997073,1390671,5172867,-0.03230769230769231,13
#Elections2025,2024-06-03,9.755047591647966,2167155,6123558,-0.1438888888888889,18
#Innovation,2024-06-03,9.737723913719007,1831303,4982958,0.026842105263157896,19
#Hiking,2024-06-03,9.21917621703816,1428663,6147919,0.281875,16
#Movies,2024-06-03,7.83492023198525,1386358,5827700,0.0525,12
#DataScience,2024-06-03,7.29145803798673,1742298,6310607,-0.08428571428571428,14
#FitnessGoals,2024-06-03,6.959841860850007,1366679,5973068,-0.12999999999999998,14
#WorldCup,2024-06-03,6.760793481661024,1833695,6903377,0.08277777777777777,18
#BigData,2024-06-03,6.2145873561255724,1319588,4712399,0.016875,16
#EcoFriendly,2024-06-03,4.379727990333468,1452656,5712885,-0.17076923076923076,13
#MusicMonday,2024-06-03,4.298680851491705,1635388,5602050,-0.11428571428571428,14
#IoT,2024-06-03,4.114620939655726,1672070,7255972,0.30333333333333334,15
#TechNews,2024-06-03,4.012237422663962,1753797,6478133,0.05437499999999999,16
#Books,2024-06-03,3.371970200139357,1004066,2912716,-0.18181818181818182,11
#MachineLearning,2024-06-03,2.9260165192500915,1063584,3916104,0.135,12
#Startup,2024-06-03,2.909460002272875,2162018,6872052,0.028947368421052628,19
#Entrepreneur,2024-06-03,2.452039379594931,1738112,7409581,-0.03642857142857143,14
#TravelTuesday,2024-06-03,1.7898585612913442,1650158,6184233,-0.18388888888888888,18
#Politics,2024-06-03,1.584219654569646,2212980,9232215,-0.34157894736842104,19
#Investing,2024-06-03,1.2383431019598847,455907,1380642,-0.2871428571428571,7
#BreakingNews,2024-06-03,0.4302941295832522,1123317,4615324,0.03090909090909091,11
#Sustainability,2024-06-03,0.1554004979282431,1236107,3966920,0.05615384615384615,13
#Finance,2024-06-03,-0.3710719653515943,917319,3304583,0.13083333333333333,12
#Travel,2024-06-03,-0.39190706711904283,1577490,6115110,0.09047619047619049,21
#NFT,2024-06-03,-0.43876203478547643,1442606,5026928,-0.08750000000000001,12
#Foodie,2024-06-03,-0.8983292327791124,904764,4104027,0.22833333333333336,12
#Oscars,2024-06-03,-0.9256371564444139,1494785,5625353,0.0040000000000000036,15
#Art,2024-06-03,-1.0032533473515282,1329886,4896048,-0.014666666666666668,15
#RemoteWork,2024-06-03,-1.7707978588431887,1080390,4922767,-0.05,9
#Fashion,2024-06-03,-2.1112267408110728,985820,4033484,-0.022500000000000006,12
#Photography,2024-06-03,-2.3606101635593126,1553868,5965785,0.10133333333333333,15
#Education,2024-06-03,-2.526655513549686,1225867,4677516,0.113125,16
#Robotics,2024-06-03,-2.602049226821175,1522015,5477282,0.154,15
#Python,2024-06-03,-2.9821611032036777,1443829,5567424,0.196875,16
#MetGala,2024-06-03,-3.2838751636185504,1536481,5888610,-0.018823529411764704,17
#Adventure,2024-06-03,-3.7853349852448175,721123,2473853,-0.43,5
#Analytics,2024-06-03,-3.8369445020811583,1630845,6220089,-0.044285714285714275,14
#ClimateChange,2024-06-03,-3.848215521764206,1294759,5183219,-0.0028571428571428597,14
#Productivity,2024-06-03,-3.9532908823214656,1024301,3645488,0.26333333333333336,9
#Science,2024-06-03,-4.138747953549492,928796,3853003,0.092,10
#ViralVideo,2024-06-03,-4.21119869843465,1219682,4336700,0.017499999999999977,12
#Gaming,2024-06-03,-4.31303731910956,990053,4284352,-0.03,12
#CyberSecurity,2024-06-03,-5.05977934990134,1243158,4159160,-0.08916666666666667,12
#Cloud,2024-06-03,-5.438869804031282,1678360,5924216,0.16117647058823528,17
#AIArt,2024-06-03,-5.482297867277655,1071473,3122695,-0.41363636363636364,11
#Crypto,2024-06-03,-6.451872753310667,940367,2660453,0.14666666666666667,6
#5G,2024-06-03,-6.500166174151058,765870,2908477,-0.125,8
#AI,2024-06-03,-6.766415748145231,856344,3400381,-0.27599999999999997,10
#DeepLearning,2024-06-03,-7.085568792355726,845771,3162641,0.09000000000000002,9
#History,2024-06-03,-7.851034442667059,811744,3365517,0.08999999999999998,7
#Blockchain,2024-06-03,-8.371820893272965,960877,3708425,0.143,10
#Coding,2024-06-03,-8.565537055330552,1138600,4725906,0.221,10
#SmartCity,2024-06-03,-8.835175308279082,866992,3694352,0.37,10
#Stocks,2024-06-03,-8.9267619632107,1024340,4338646,0.04833333333333334,12
#Nature,2024-06-03,-9.194375308744053,633635,3136834,0.07666666666666666,6
#SelfCare,2024-06-03,-9.706740425475806,578858,2327019,0.05333333333333333,9
#Business,2024-06-03,-12.300394703669442,491595,1895266,0.34142857142857136,7
#Adventure,2024-06-04,27.345542885663974,2128438,7519066,-0.11499999999999999,18
#Crypto,2024-06-04,21.137800534534563,1993593,8218717,0.18533333333333332,15
#AI,2024-06-04,16.62259704123188,1716096,5824386,0.06285714285714286,14
#SelfCare,2024-06-04,15.897100970087603,1265160,4812057,-0.1285714285714286,14
#SmartCity,2024-06-04,14.132478496783689,1765431,6571308,-0.13125,16
#AIArt,2024-06-04,12.84309599551308,1828762,5987937,0.16444444444444445,18
#DeepLearning,2024-06-04,12.41818613742452,1613167,6350694,-0.12625,16
#Foodie,2024-06-04,9.224354425557705,1289573,4089793,0.42461538461538456,13
#History,2024-06-04,6.9209799184404215,1088858,4257106,0.3281818181818182,11
#Finance,2024-06-04,6.712746707115642,1257597,5213868,0.17,12
#RemoteWork,2024-06-04,6.156321143326329,1511455,5171924,-0.001874999999999993,16
#Fashion,2024-06-04,5.563896797979202,1287710,4273633,0.19,13
#Business,2024-06-04,5.507162837547694,720125,2367109,-0.19285714285714287,7
#Nature,2024-06-04,5.434728743654118,886339,3983154,-0.10333333333333335,6
#Stocks,2024-06-04,4.900838989395044,1395508,6138394,-0.13466666666666666,15
#EcoFriendly,2024-06-04,4.582303035512897,1788326,6932121,0.25894736842105265,19
#Investing,2024-06-04,3.9700359878992977,614840,1897769,-0.21222222222222223,9
#BigData,2024-06-04,3.245083808785554,1599291,6532015,-0.024375,16
#Productivity,2024-06-04,3.088005182365146,1278781,4861501,-0.19272727272727275,11
#Books,2024-06-04,2.8940533712504806,1219220,4430418,-0.11750000000000001,12
#Blockchain,2024-06-04,2.8114967762657193,1135316,3670343,0.02454545454545455,11
#Robotics,2024-06-04,2.7545349302925883,1839353,6853194,-0.16066666666666668,15
#Art,2024-06-04,2.096655568692404,1482012,6021565,0.17411764705882352,17
#Motivation,2024-06-04,1.7183323195766098,1416050,5695591,0.03636363636363636,11
#Movies,2024-06-04,1.2636313819820795,1505450,4762753,-0.04333333333333333,15
#Sustainability,2024-06-04,0.9643123839208059,1320123,5123799,-0.08166666666666667,12
#ClimateChange,2024-06-04,0.5206646619869598,1341368,4227002,-0.05200000000000001,10
#BreakingNews,2024-06-04,0.10940381351828102,1130638,3998342,0.10428571428571429,14
#Travel,2024-06-04,0.08127434486336202,1584860,6574543,0.10812500000000001,16
#SpaceX,2024-06-04,-0.33849155114459284,1815082,7149288,-0.09823529411764706,17
#Gaming,2024-06-04,-0.4763489652336346,955983,3470287,-0.08083333333333333,12
#Innovation,2024-06-04,-0.7008001211865031,1733592,7073229,-0.16722222222222222,18
#ViralVideo,2024-06-04,-1.253843259291836,1114043,4941743,-0.060769230769230756,13
#MachineLearning,2024-06-04,-1.5777449077421957,906521,3429515,-0.29000000000000004,7
#Entrepreneur,2024-06-04,-2.0205318072640273,1499837,5343233,-0.048571428571428585,14
#NFT,2024-06-04,-2.694630928235776,1242176,4087822,0.27399999999999997,10
#FitnessGoals,2024-06-04,-2.710906954398176,1073577,4345747,-0.173,10
#Cloud,2024-06-04,-2.8401327228322804,1259702,4567371,-0.2575,12
#MusicMonday,2024-06-04,-3.0594824376106673,1313339,5651246,-0.0007142857142856951,14
#Hiking,2024-06-04,-3.216819662385793,1091109,3714056,-0.09999999999999999,9
#Health,2024-06-04,-3.24095219366892,1205066,4698605,-0.24428571428571427,14
#MentalHealth,2024-06-04,-3.643549670842552,1102065,3635246,0.1622222222222222,9
#Coding,2024-06-04,-3.6810359211368815,863632,3001117,0.02200000000000001,10
#TravelTuesday,2024-06-04,-3.704095926083415,1281039,4412624,0.08230769230769229,13
#Python,2024-06-04,-3.793933942939697,1138346,4583906,0.16909090909090913,11
#Education,2024-06-04,-3.9691448202102873,898129,4366826,-0.02899999999999999,10
#Vegan,2024-06-04,-4.11200495105214,1144439,5436479,-0.039166666666666655,12
#DataScience,2024-06-04,-4.1748313692084995,1267824,5669141,-0.014166666666666689,12
#Oscars,2024-06-04,-4.272970826485177,1156923,4816411,0.2285714285714286,14
#WorldCup,2024-06-04,-4.839233850513942,1249072,5054219,-0.01666666666666666,15
#CyberSecurity,2024-06-04,-4.839241949065185,848177,2957545,0.022222222222222233,9
#Analytics,2024-06-04,-4.883608431995417,1138302,4125076,0.061538461538461535,13
#Politics,2024-06-04,-4.920603748256484,1502499,5419047,-0.011538461538461523,13
#Science,2024-06-04,-4.986507969667095,599464,2523793,-0.046000000000000006,10
#MetGala,2024-06-04,-5.1692360329174365,800186,3071057,-0.27785714285714286,14
#TechNews,2024-06-04,-5.784501805707611,766071,3043906,-0.312,10
#IoT,2024-06-04,-5.950348018254827,1111180,4592732,0.15636363636363637,11
#Elections2025,2024-06-04,-5.997925155455946,1337399,4677205,0.020000000000000007,12
#Startup,2024-06-04,-6.423232695913505,905612,2991845,-0.25875,8
#5G,2024-06-04,-6.7764253040534665,436115,1679219,0.098,5
#Photography,2024-06-04,-7.107711122047004,598359,2727400,-0.22,9
#FoodPorn,2024-06-04,-9.701524174199545,940935,3076971,0.15,10
#Science,2024-06-05,40.95731703523037,2264048,9256370,-0.08047619047619048,21
#Investing,2024-06-05,32.83225280420624,1836301,6625204,0.052222222222222225,18
#Photography,2024-06-05,17.300175886850298,1357448,5869017,-0.125,14
#DataScience,2024-06-05,11.492212400194955,2169567,8123170,0.015555555555555548,18
#Blockchain,2024-06-05,10.79343651434436,1910613,6881118,0.0038888888888888922,18
#TechNews,2024-06-05,9.642486460609884,1285903,5690987,-0.08642857142857142,14
#Business,2024-06-05,7.730380154845549,1088272,3446401,0.004545454545454533,11
#Hiking,2024-06-05,7.086476229245295,1687990,6737876,-0.1761111111111111,18
#Analytics,2024-06-05,6.702550765387168,1628187,7323373,-0.014705882352941183,17
#Health,2024-06-05,6.67082277561047,1642673,5863188,0.17875,16
#Fashion,2024-06-05,6.630295498621702,1743565,5554991,0.206,15
#Nature,2024-06-05,6.3503625130315635,1237223,4640699,0.045000000000000005,12
#MachineLearning,2024-06-05,4.134294189557833,1175688,4025012,-0.08444444444444442,9
#Stocks,2024-06-05,4.074400377448842,1745569,6409564,0.03631578947368422,19
#FitnessGoals,2024-06-05,4.030005671970748,1324379,5616539,0.11000000000000001,16
#Coding,2024-06-05,3.391361262556703,1071484,3805150,-0.07,12
#NFT,2024-06-05,2.8699468193996363,1470858,5617710,0.003076923076923097,13
#CyberSecurity,2024-06-05,2.801602075869503,1002719,3762541,0.015555555555555564,9
#5G,2024-06-05,2.6359695801428007,504437,1277933,0.19666666666666666,6
#Innovation,2024-06-05,2.465742282819309,2064941,7786245,-0.187,20
#ClimateChange,2024-06-05,2.307300485435104,1568370,5713249,-0.1236842105263158,19
#Gaming,2024-06-05,2.0254129107420153,1077033,3174449,0.06846153846153848,13
#ViralVideo,2024-06-05,1.5186317520732422,1219926,4653521,0.04071428571428571,14
#MetGala,2024-06-05,1.146853705182826,857546,3364749,0.06454545454545456,11
#Movies,2024-06-05,1.1075658045462307,1631754,5983152,-0.154,15
#TravelTuesday,2024-06-05,1.0207541236792852,1372180,4947780,-0.06923076923076923,13
#Cloud,2024-06-05,0.6419006689738168,1312303,5012820,-0.0035714285714285665,14
#FoodPorn,2024-06-05,0.6042342995641856,977680,3620245,0.024545454545454568,11
#History,2024-06-05,0.5466995454027939,1122196,4633755,0.16333333333333333,12
#Politics,2024-06-05,0.4812529295355899,1558879,5984943,-0.17812499999999998,16
#SelfCare,2024-06-05,0.12330814359779073,1278247,5456229,-0.23153846153846153,13
#Entrepreneur,2024-06-05,-0.09572385498501244,1488477,6312119,-0.19285714285714287,14
#Startup,2024-06-05,-0.14581608132318188,897609,3695377,0.0911111111111111,9
#Education,2024-06-05,-0.21052126913503183,885408,2804563,0.0011111111111110998,9
#Finance,2024-06-05,-0.4145546029718095,1225082,4694223,0.04375000000000002,16
#Travel,2024-06-05,-0.77151705580437,1507484,6416756,0.008181818181818182,11
#BigData,2024-06-05,-0.8851699466699608,1504214,5683383,-0.04266666666666665,15
#MusicMonday,2024-06-05,-0.9315968116392722,1220187,4793290,-0.14615384615384613,13
#Productivity,2024-06-05,-1.7170144689701103,1083623,3440962,-0.2525,12
#SmartCity,2024-06-05,-2.333793973742092,1455174,6351872,-0.1522222222222222,18
#Adventure,2024-06-05,-2.366168917060375,1813928,6968718,0.01625,16
#Python,2024-06-05,-2.565097791051484,974483,4426334,0.16444444444444445,9
#Sustainability,2024-06-05,-2.8686287776651485,1091259,4401334,0.08166666666666667,12
#Elections2025,2024-06-05,-3.0482877021445676,1016387,3626559,-0.15916666666666665,12
#IoT,2024-06-05,-3.0841149329691318,803359,2797306,-0.25,7
#Motivation,2024-06-05,-3.113568837917726,948680,3814595,-0.3775,8
#EcoFriendly,2024-06-05,-3.400972538923467,1503707,6242106,0.3657142857142857,14
#AI,2024-06-05,-3.6099761155781924,1274532,4906700,-0.08933333333333332,15
#Art,2024-06-05,-3.6326679402388344,1095462,4052628,-0.08461538461538462,13
#RemoteWork,2024-06-05,-3.903702932771919,1137325,4215816,0.033846153846153845,13
#MentalHealth,2024-06-05,-4.244265452112773,842120,2838615,0.211,10
#BreakingNews,2024-06-05,-4.282763258133651,845964,2205400,0.16454545454545452,11
#Vegan,2024-06-05,-5.5029344677475285,659553,2287108,-0.11300000000000002,10
#DeepLearning,2024-06-05,-5.771149601268591,1062961,3957709,0.11384615384615385,13
#Crypto,2024-06-05,-6.379080534935609,1121013,4275360,-0.045454545454545456,11
#SpaceX,2024-06-05,-6.895031597486361,809742,2828073,-0.162,10
#Books,2024-06-05,-7.0062865105716785,610553,1376782,-0.007142857142857125,7
#Oscars,2024-06-05,-7.232310815899645,716790,3132284,0.271,10
#Foodie,2024-06-05,-7.320553810349171,487710,1481976,-0.17142857142857143,7
#WorldCup,2024-06-05,-7.654672674027032,796917,3162256,0.4128571428571428,7
#AIArt,2024-06-05,-8.22507431634514,1110635,4938748,0.359,10
#Robotics,2024-06-05,-13.038329605762742,691408,2358313,0.42375,8
#5G,2024-06-06,53.101777040759664,2018806,6830353,0.124,20
#BreakingNews,2024-06-06,20.15704748620234,1790044,6064608,0.1565,20
#SpaceX,2024-06-06,19.960962633906572,1878823,7417847,-0.044285714285714296,21
#Vegan,2024-06-06,16.225376031956134,1482441,5409375,-0.1611764705882353,17
#IoT,2024-06-06,13.644635348555779,1495002,6109485,0.014285714285714294,14
#MentalHealth,2024-06-06,13.217143898267492,1503070,5022155,0.09142857142857141,14
#Python,2024-06-06,10.75980168840841,1719814,6972382,-0.10722222222222222,18
#Foodie,2024-06-06,10.044218548305851,835933,3331165,-0.06333333333333334,9
#Sustainability,2024-06-06,9.90698858119258,1724055,6352844,0.09066666666666666,15
#Startup,2024-06-06,9.349298620784374,1435544,5787703,0.0018750000000000155,16
#Books,2024-06-06,8.370326724342487,918132,3869046,0.09538461538461539,13
#Robotics,2024-06-06,8.227042915783107,1125965,4455604,-0.145,12
#AIArt,2024-06-06,8.017358052550177,1711984,5877555,-0.049999999999999996,15
#History,2024-06-06,7.802766860529015,1801486,5743354,-0.17176470588235293,17
#Entrepreneur,2024-06-06,7.759659398581983,2306277,8133554,-0.11238095238095237,21
#Finance,2024-06-06,7.612488541182402,1789630,7236104,0.04588235294117646,17
#Oscars,2024-06-06,7.339900798177971,1326235,5186698,-0.44166666666666665,12
#WorldCup,2024-06-06,6.243816380420201,1123962,2766320,0.025714285714285728,14
#Photography,2024-06-06,5.786025048146513,1873972,6785405,-0.03333333333333333,15
#Elections2025,2024-06-06,5.73836822847679,1424797,6316887,-0.088,15
#Education,2024-06-06,5.677786085019741,1204271,3977047,0.03750000000000001,12
#TravelTuesday,2024-06-06,5.343779769941202,1819357,6749170,0.04277777777777777,18
#MetGala,2024-06-06,4.776383383799742,1130513,4044329,-0.01363636363636364,11
#SmartCity,2024-06-06,3.9414310146790745,1805296,6495742,0.04428571428571428,14
#Crypto,2024-06-06,3.743661801794343,1502733,5974970,-0.29538461538461536,13
#RemoteWork,2024-06-06,3.6757101205655682,1418272,5438073,-0.040555555555555546,18
#DeepLearning,2024-06-06,3.5965345433420173,1348275,5338233,-0.135,12
#CyberSecurity,2024-06-06,3.523885478213472,1209367,3785679,0.1288888888888889,9
#ViralVideo,2024-06-06,3.3407446943893055,1511020,6856697,-0.11055555555555556,18
#Motivation,2024-06-06,2.8853603391479483,1117604,4709437,0.05461538461538459,13
#Productivity,2024-06-06,2.8551262992381,1275128,5333804,0.043,10
#Fashion,2024-06-06,2.259089355259012,1971800,8193921,0.08411764705882352,17
#EcoFriendly,2024-06-06,2.1989461619461506,1738879,7193416,-0.10947368421052635,19
#MachineLearning,2024-06-06,2.0433536103222805,1300080,5303949,0.24727272727272726,11
#Business,2024-06-06,1.6510770645584942,1209875,3633533,-0.021818181818181823,11
#Gaming,2024-06-06,0.4919952715717538,1114725,4041631,-0.07583333333333335,12
#Stocks,2024-06-06,0.14658560324555162,1759965,6041193,0.1383333333333333,18
#AI,2024-06-06,-0.13705629358070642,1265290,4270932,0.23800000000000002,15
#ClimateChange,2024-06-06,-0.5868883429856324,1507466,5128736,-0.021818181818181816,11
#FoodPorn,2024-06-06,-0.9345436445643693,922680,3407423,0.10444444444444444,9
